topic,chinese,japanese,indonesian
API接口调用,部署Pod前，需先完成API接口调用和故障恢复的准备工作。,ポッドをデプロイする前に、API呼び出しと障害復旧の準備作業を完了する必要があります。,"Sebelum menyebarkan Pod, perlu menyelesaikan persiapan pemanggilan API dan pemulihan kesalahan terlebih dahulu."
云服务器操作,排查弹性IP相关故障时，应优先检查云服务器操作和性能监控。,弾力性IP関連の障害を調査する場合、クラウドサーバー操作とパフォーマンス監視を優先的に確認すべきです。,"Saat memecahkan masalah terkait elastisIP, sebaiknya periksa operasi server cloud dan pemantauan kinerja terlebih dahulu."
安全防护设置,Object是安全防护设置中的核心组件，用于实现数据存储功能。,オブジェクトはセキュリティ保護設定のコアコンポーネントであり、データストレージ機能を実現するために使用されます。,Objek adalah komponen inti dalam pengaturan perlindungan keamanan yang digunakan untuk mengimplementasikan fungsi penyimpanan data.
负载均衡配置,通过Kubernetes接口，可以实现负载均衡配置的数据存储操作。,クバネテスインターフェースを介して、ロードバランサー設定のデータストレージ操作を実現することができます。,"Melalui antarmuka Kubernetes, dapat mengimplementasikan operasi konfigurasi load balancing pada penyimpanan data."
监控告警配置,在安全组场景下，使用监控告警配置可以有效提升批量处理效率。,セキュリティグループのシナリオでは、監視アラート設定を使用することでバッチ処理効率を効果的に向上させることができます。,"Dalam skenario grup keamanan, penggunaan konfigurasi pemantauan alarm dapat meningkatkan efisiensi pemrosesan batch secara efektif."
安全防护设置,优化Pod的性能，需要调整安全防护设置和安全防护参数。,ポッドのパフォーマンスを最適化するには、セキュリティ保護設定とセキュリティ保護パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Pod, perlu menyesuaikan parameter pengaturan perlindungan keamanan dan perlindungan keamanan."
云服务器操作,排查安全组相关故障时，应优先检查云服务器操作和性能监控。,セキュリティグループ関連の障害を調査する場合、クラウドサーバー操作とパフォーマンス監視を優先的に確認すべきです。,"Saat memecahkan masalah terkait grup keamanan, sebaiknya periksa operasi server cloud dan pemantauan kinerja terlebih dahulu."
对象存储使用,在Object场景下，使用对象存储使用可以有效提升批量处理效率。,オブジェクトのシナリオでは、オブジェクトストレージ使用を使用することでバッチ処理効率を効果的に向上させることができます。,"Dalam skenario Objek, penggunaan penggunaan object storage dapat meningkatkan efisiensi pemrosesan batch secara efektif."
安全防护设置,访问密钥是安全防护设置中的核心组件，用于实现资源调度功能。,アクセスキーはセキュリティ保護設定のコアコンポーネントであり、リソーススケジューリング機能を実現するために使用されます。,kunci akses adalah komponen inti dalam pengaturan perlindungan keamanan yang digunakan untuk mengimplementasikan fungsi penjadwalan sumber daya.
容器服务部署,通过Pod接口，可以实现容器服务部署的性能监控操作。,ポッドインターフェースを介して、コンテナサービスデプロイのパフォーマンス監視操作を実現することができます。,"Melalui antarmuka Pod, dapat mengimplementasikan operasi deployment layanan kontainer pada pemantauan kinerja."
API接口调用,Kubernetes的主要作用是API接口调用，适用于数据存储场景。,クバネテスの主な役割はAPI呼び出しであり、データストレージのシナリオに適しています。,"Peran utama Kubernetes adalah pemanggilan API, yang cocok untuk skenario penyimpanan data."
API接口调用,优化弹性计算的性能，需要调整API接口调用和故障恢复参数。,弾性コンピューティングのパフォーマンスを最適化するには、API呼び出しと障害復旧パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja komputasi elastis, perlu menyesuaikan parameter pemanggilan API dan pemulihan kesalahan."
API接口调用,Bucket支持API接口调用和故障恢复两种模式，满足不同业务需求。,バケットはAPI呼び出しと障害復旧の2つのモードをサポートし、異なる業務ニーズを満たします。,"Bucket mendukung dua mode yaitu pemanggilan API dan pemulihan kesalahan, memenuhi kebutuhan bisnis yang berbeda."
安全防护设置,排查Docker相关故障时，应优先检查安全防护设置和资源调度。,ドッカー関連の障害を調査する場合、セキュリティ保護設定とリソーススケジューリングを優先的に確認すべきです。,"Saat memecahkan masalah terkait Docker, sebaiknya periksa pengaturan perlindungan keamanan dan penjadwalan sumber daya terlebih dahulu."
监控告警配置,配置虚拟机时，需要注意监控告警配置和故障恢复的兼容性。,仮想マシンを設定する場合、監視アラート設定と障害復旧の互換性に注意する必要があります。,"Saat mengkonfigurasi mesin virtual, perlu diperhatikan kompatibilitas antara konfigurasi pemantauan alarm dan pemulihan kesalahan."
安全防护设置,配置Kubernetes时，需要注意安全防护设置和批量处理的兼容性。,クバネテスを設定する場合、セキュリティ保護設定とバッチ処理の互換性に注意する必要があります。,"Saat mengkonfigurasi Kubernetes, perlu diperhatikan kompatibilitas antara pengaturan perlindungan keamanan dan pemrosesan batch."
容器服务部署,排查Deployment相关故障时，应优先检查容器服务部署和资源调度。,Deployment関連の障害を調査する場合、コンテナサービスデプロイとリソーススケジューリングを優先的に確認すべきです。,"Saat memecahkan masalah terkait Deployment, sebaiknya periksa deployment layanan kontainer dan penjadwalan sumber daya terlebih dahulu."
故障排查指南,部署实例前，需先完成故障排查指南和故障恢复的准备工作。,インスタンスをデプロイする前に、トラブルシューティングガイドと障害復旧の準備作業を完了する必要があります。,"Sebelum menyebarkan instance, perlu menyelesaikan persiapan panduan pemecahan masalah dan pemulihan kesalahan terlebih dahulu."
